    Finished `release` profile [optimized] target(s) in 0.04s
     Running `target/release/train_dmc --num-envs 256 --steps 20000000 --batch-size 1024 --train-freq 4 --eval-freq 1000000 --eval-random-matches 100 --eval-naive-matches 0 --eval-smart-matches 0 --save-freq 500000 --pool-frac 0`
Device: CUDA
Envs: 256, Steps: 20000000, LR: 0.0003, Hidden: 1024
Training: batch=1024, freq=4
PER: alpha=0.6, beta=0.4->1
Opponents: 90% self, 0% pool, 10% random

      Step |   Eps |  Beta |  Buffer |     Loss | Episodes | Steps/s
  13270000 | 0.010 | 0.798 | 2000000 |   0.0084 | 91390009 |     417
  13280000 | 0.010 | 0.798 | 2000000 |   0.0084 | 91458871 |     414
  13290000 | 0.010 | 0.799 | 2000000 |   0.0084 | 91527742 |     414
  13300000 | 0.010 | 0.799 | 2000000 |   0.0084 | 91596601 |     417
  13310000 | 0.010 | 0.799 | 2000000 |   0.0083 | 91665470 |     419
  13320000 | 0.010 | 0.800 | 2000000 |   0.0083 | 91734336 |     422
  13330000 | 0.010 | 0.800 | 2000000 |   0.0084 | 91803206 |     422
  13340000 | 0.010 | 0.800 | 2000000 |   0.0082 | 91872088 |     419
  13350000 | 0.010 | 0.800 | 2000000 |   0.0082 | 91940956 |     424
  13360000 | 0.010 | 0.801 | 2000000 |   0.0082 | 92009842 |     421
  13370000 | 0.010 | 0.801 | 2000000 |   0.0082 | 92078715 |     420
  13380000 | 0.010 | 0.801 | 2000000 |   0.0082 | 92147587 |     415
  13390000 | 0.010 | 0.802 | 2000000 |   0.0082 | 92216441 |     418
  13400000 | 0.010 | 0.802 | 2000000 |   0.0080 | 92285324 |     423
  13410000 | 0.010 | 0.802 | 2000000 |   0.0081 | 92354202 |     420
  13420000 | 0.010 | 0.803 | 2000000 |   0.0080 | 92423070 |     420
  13430000 | 0.010 | 0.803 | 2000000 |   0.0081 | 92491949 |     422
  13440000 | 0.010 | 0.803 | 2000000 |   0.0081 | 92560823 |     421
  13450000 | 0.010 | 0.803 | 2000000 |   0.0082 | 92629704 |     425
  13460000 | 0.010 | 0.804 | 2000000 |   0.0081 | 92698572 |     427
  13470000 | 0.010 | 0.804 | 2000000 |   0.0081 | 92767452 |     429
  13480000 | 0.010 | 0.804 | 2000000 |   0.0081 | 92836328 |     425
  13490000 | 0.010 | 0.805 | 2000000 |   0.0081 | 92905196 |     424
  13500000 | 0.010 | 0.805 | 2000000 |   0.0082 | 92974060 |     427
  [SAVE] models/dmc_13500000.safetensors
  13510000 | 0.010 | 0.805 | 2000000 |   0.0081 | 93042950 |     423
  13520000 | 0.010 | 0.806 | 2000000 |   0.0081 | 93111796 |     424
  13530000 | 0.010 | 0.806 | 2000000 |   0.0080 | 93180661 |     422
  13540000 | 0.010 | 0.806 | 2000000 |   0.0081 | 93249524 |     420
  13550000 | 0.010 | 0.806 | 2000000 |   0.0080 | 93318390 |     420
  13560000 | 0.010 | 0.807 | 2000000 |   0.0081 | 93387246 |     419
  13570000 | 0.010 | 0.807 | 2000000 |   0.0081 | 93456120 |     417
  13580000 | 0.010 | 0.807 | 2000000 |   0.0079 | 93524994 |     418
  13590000 | 0.010 | 0.808 | 2000000 |   0.0078 | 93593883 |     411
  13600000 | 0.010 | 0.808 | 2000000 |   0.0079 | 93662741 |     422
  13610000 | 0.010 | 0.808 | 2000000 |   0.0079 | 93731619 |     417
  13620000 | 0.010 | 0.809 | 2000000 |   0.0079 | 93800482 |     420
  13630000 | 0.010 | 0.809 | 2000000 |   0.0079 | 93869345 |     417
  13640000 | 0.010 | 0.809 | 2000000 |   0.0078 | 93938223 |     428
  13650000 | 0.010 | 0.809 | 2000000 |   0.0078 | 94007082 |     433
  13660000 | 0.010 | 0.810 | 2000000 |   0.0078 | 94075956 |     431
  13670000 | 0.010 | 0.810 | 2000000 |   0.0078 | 94144817 |     431
  13680000 | 0.010 | 0.810 | 2000000 |   0.0079 | 94213683 |     430
  13690000 | 0.010 | 0.811 | 2000000 |   0.0078 | 94282556 |     428
  13700000 | 0.010 | 0.811 | 2000000 |   0.0079 | 94351430 |     428
  13710000 | 0.010 | 0.811 | 2000000 |   0.0078 | 94420292 |     429
  13720000 | 0.010 | 0.812 | 2000000 |   0.0079 | 94489165 |     428
  13730000 | 0.010 | 0.812 | 2000000 |   0.0078 | 94558036 |     428
  13740000 | 0.010 | 0.812 | 2000000 |   0.0079 | 94626891 |     431
  13750000 | 0.010 | 0.812 | 2000000 |   0.0080 | 94695778 |     432
  13760000 | 0.010 | 0.813 | 2000000 |   0.0078 | 94764638 |     432
  13770000 | 0.010 | 0.813 | 2000000 |   0.0079 | 94833504 |     437
  13780000 | 0.010 | 0.813 | 2000000 |   0.0078 | 94902375 |     432
  13790000 | 0.010 | 0.814 | 2000000 |   0.0079 | 94971238 |     433
  13800000 | 0.010 | 0.814 | 2000000 |   0.0078 | 95040123 |     432
  13810000 | 0.010 | 0.814 | 2000000 |   0.0077 | 95108990 |     429
  13820000 | 0.010 | 0.815 | 2000000 |   0.0078 | 95177858 |     425
  13830000 | 0.010 | 0.815 | 2000000 |   0.0078 | 95246722 |     428
  13840000 | 0.010 | 0.815 | 2000000 |   0.0078 | 95315585 |     429
  13850000 | 0.010 | 0.815 | 2000000 |   0.0077 | 95384458 |     432
  13860000 | 0.010 | 0.816 | 2000000 |   0.0077 | 95453318 |     439
  13870000 | 0.010 | 0.816 | 2000000 |   0.0077 | 95522198 |     439
  13880000 | 0.010 | 0.816 | 2000000 |   0.0077 | 95591059 |     434
  13890000 | 0.010 | 0.817 | 2000000 |   0.0077 | 95659936 |     437
  13900000 | 0.010 | 0.817 | 2000000 |   0.0078 | 95728804 |     430
  13910000 | 0.010 | 0.817 | 2000000 |   0.0077 | 95797680 |     429
  13920000 | 0.010 | 0.818 | 2000000 |   0.0076 | 95866536 |     435
  13930000 | 0.010 | 0.818 | 2000000 |   0.0076 | 95935410 |     429
  13940000 | 0.010 | 0.818 | 2000000 |   0.0076 | 96004280 |     426
  13950000 | 0.010 | 0.818 | 2000000 |   0.0076 | 96073153 |     405
  13960000 | 0.010 | 0.819 | 2000000 |   0.0077 | 96142022 |     411
  13970000 | 0.010 | 0.819 | 2000000 |   0.0076 | 96210879 |     401
  13980000 | 0.010 | 0.819 | 2000000 |   0.0077 | 96279750 |     407
  13990000 | 0.010 | 0.820 | 2000000 |   0.0077 | 96348623 |     405
  14000000 | 0.010 | 0.820 | 2000000 |   0.0077 | 96417496 |     409
  [EVAL] deals 72% | rand 98% (18s)
  [SAVE] models/dmc_14000000.safetensors
  14010000 | 0.010 | 0.820 | 2000000 |   0.0077 | 96486359 |     236
  14020000 | 0.010 | 0.821 | 2000000 |   0.0076 | 96555222 |     418
  14030000 | 0.010 | 0.821 | 2000000 |   0.0077 | 96624099 |     423
  14040000 | 0.010 | 0.821 | 2000000 |   0.0077 | 96692979 |     426
  14050000 | 0.010 | 0.821 | 2000000 |   0.0077 | 96761844 |     421
  14060000 | 0.010 | 0.822 | 2000000 |   0.0076 | 96830717 |     420
  14070000 | 0.010 | 0.822 | 2000000 |   0.0075 | 96899591 |     420
  14080000 | 0.010 | 0.822 | 2000000 |   0.0074 | 96968458 |     419
  14090000 | 0.010 | 0.823 | 2000000 |   0.0075 | 97037334 |     413
  14100000 | 0.010 | 0.823 | 2000000 |   0.0074 | 97106204 |     416
  14110000 | 0.010 | 0.823 | 2000000 |   0.0074 | 97175096 |     422
  14120000 | 0.010 | 0.824 | 2000000 |   0.0075 | 97243955 |     421
  14130000 | 0.010 | 0.824 | 2000000 |   0.0075 | 97312821 |     422
  14140000 | 0.010 | 0.824 | 2000000 |   0.0075 | 97381688 |     419
  14150000 | 0.010 | 0.824 | 2000000 |   0.0075 | 97450568 |     422
  14160000 | 0.010 | 0.825 | 2000000 |   0.0075 | 97519438 |     421
  14170000 | 0.010 | 0.825 | 2000000 |   0.0075 | 97588318 |     426
  14180000 | 0.010 | 0.825 | 2000000 |   0.0075 | 97657179 |     419
  14190000 | 0.010 | 0.826 | 2000000 |   0.0075 | 97726044 |     425
  14200000 | 0.010 | 0.826 | 2000000 |   0.0074 | 97794920 |     424
  14210000 | 0.010 | 0.826 | 2000000 |   0.0074 | 97863776 |     424
  14220000 | 0.010 | 0.827 | 2000000 |   0.0076 | 97932627 |     424
  14230000 | 0.010 | 0.827 | 2000000 |   0.0074 | 98001515 |     422
  14240000 | 0.010 | 0.827 | 2000000 |   0.0074 | 98070367 |     422
  14250000 | 0.010 | 0.827 | 2000000 |   0.0074 | 98139251 |     422
  14260000 | 0.010 | 0.828 | 2000000 |   0.0075 | 98208113 |     423
  14270000 | 0.010 | 0.828 | 2000000 |   0.0074 | 98276990 |     422
  14280000 | 0.010 | 0.828 | 2000000 |   0.0073 | 98345854 |     420
  14290000 | 0.010 | 0.829 | 2000000 |   0.0073 | 98414699 |     424
  14300000 | 0.010 | 0.829 | 2000000 |   0.0074 | 98483583 |     420
  14310000 | 0.010 | 0.829 | 2000000 |   0.0074 | 98552450 |     409
  14320000 | 0.010 | 0.830 | 2000000 |   0.0074 | 98621313 |     420
  14330000 | 0.010 | 0.830 | 2000000 |   0.0074 | 98690180 |     418
  14340000 | 0.010 | 0.830 | 2000000 |   0.0073 | 98759046 |     427
  14350000 | 0.010 | 0.830 | 2000000 |   0.0073 | 98827921 |     417
  14360000 | 0.010 | 0.831 | 2000000 |   0.0074 | 98896777 |     410
  14370000 | 0.010 | 0.831 | 2000000 |   0.0074 | 98965673 |     410
  14380000 | 0.010 | 0.831 | 2000000 |   0.0073 | 99034517 |     408
  14390000 | 0.010 | 0.832 | 2000000 |   0.0073 | 99103402 |     434
  14400000 | 0.010 | 0.832 | 2000000 |   0.0074 | 99172280 |     424
  14410000 | 0.010 | 0.832 | 2000000 |   0.0073 | 99241144 |     416
  14420000 | 0.010 | 0.833 | 2000000 |   0.0073 | 99310014 |     416
  14430000 | 0.010 | 0.833 | 2000000 |   0.0073 | 99378897 |     415
  14440000 | 0.010 | 0.833 | 2000000 |   0.0072 | 99447778 |     421
  14450000 | 0.010 | 0.833 | 2000000 |   0.0072 | 99516642 |     424
  14460000 | 0.010 | 0.834 | 2000000 |   0.0071 | 99585508 |     408
  14470000 | 0.010 | 0.834 | 2000000 |   0.0072 | 99654373 |     425
  14480000 | 0.010 | 0.834 | 2000000 |   0.0072 | 99723234 |     420
  14490000 | 0.010 | 0.835 | 2000000 |   0.0073 | 99792110 |     448
  14500000 | 0.010 | 0.835 | 2000000 |   0.0072 | 99860987 |     446
  [SAVE] models/dmc_14500000.safetensors
  14510000 | 0.010 | 0.835 | 2000000 |   0.0071 | 99929855 |     436
  14520000 | 0.010 | 0.836 | 2000000 |   0.0071 | 99998725 |     414
  14530000 | 0.010 | 0.836 | 2000000 |   0.0070 | 100067606 |     423
  14540000 | 0.010 | 0.836 | 2000000 |   0.0072 | 100136457 |     426
  14550000 | 0.010 | 0.836 | 2000000 |   0.0071 | 100205317 |     423
  14560000 | 0.010 | 0.837 | 2000000 |   0.0070 | 100274181 |     420
  14570000 | 0.010 | 0.837 | 2000000 |   0.0070 | 100343060 |     416
  14580000 | 0.010 | 0.837 | 2000000 |   0.0071 | 100411918 |     417
  14590000 | 0.010 | 0.838 | 2000000 |   0.0071 | 100480787 |     415
  14600000 | 0.010 | 0.838 | 2000000 |   0.0070 | 100549663 |     417
  14610000 | 0.010 | 0.838 | 2000000 |   0.0071 | 100618523 |     451
  14620000 | 0.010 | 0.839 | 2000000 |   0.0072 | 100687405 |     432
  14630000 | 0.010 | 0.839 | 2000000 |   0.0072 | 100756265 |     432
  14640000 | 0.010 | 0.839 | 2000000 |   0.0071 | 100825142 |     434
  14650000 | 0.010 | 0.839 | 2000000 |   0.0072 | 100894022 |     426
  14660000 | 0.010 | 0.840 | 2000000 |   0.0071 | 100962883 |     422
  14670000 | 0.010 | 0.840 | 2000000 |   0.0070 | 101031759 |     439
  14680000 | 0.010 | 0.840 | 2000000 |   0.0071 | 101100619 |     425
  14690000 | 0.010 | 0.841 | 2000000 |   0.0071 | 101169493 |     403
  14700000 | 0.010 | 0.841 | 2000000 |   0.0071 | 101238363 |     393
  14710000 | 0.010 | 0.841 | 2000000 |   0.0069 | 101307238 |     409
  14720000 | 0.010 | 0.842 | 2000000 |   0.0070 | 101376102 |     430
  14730000 | 0.010 | 0.842 | 2000000 |   0.0069 | 101444985 |     432
  14740000 | 0.010 | 0.842 | 2000000 |   0.0069 | 101513837 |     417
  14750000 | 0.010 | 0.842 | 2000000 |   0.0069 | 101582713 |     431
  14760000 | 0.010 | 0.843 | 2000000 |   0.0069 | 101651585 |     431
  14770000 | 0.010 | 0.843 | 2000000 |   0.0069 | 101720453 |     430
  14780000 | 0.010 | 0.843 | 2000000 |   0.0068 | 101789321 |     426
  14790000 | 0.010 | 0.844 | 2000000 |   0.0069 | 101858186 |     430
  14800000 | 0.010 | 0.844 | 2000000 |   0.0068 | 101927066 |     440
  14810000 | 0.010 | 0.844 | 2000000 |   0.0069 | 101995950 |     437
  14820000 | 0.010 | 0.845 | 2000000 |   0.0069 | 102064833 |     437
  14830000 | 0.010 | 0.845 | 2000000 |   0.0068 | 102133693 |     434
  14840000 | 0.010 | 0.845 | 2000000 |   0.0068 | 102202564 |     433
  14850000 | 0.010 | 0.845 | 2000000 |   0.0068 | 102271427 |     434
  14860000 | 0.010 | 0.846 | 2000000 |   0.0068 | 102340287 |     434
  14870000 | 0.010 | 0.846 | 2000000 |   0.0069 | 102409164 |     436
  14880000 | 0.010 | 0.846 | 2000000 |   0.0068 | 102478037 |     435
  14890000 | 0.010 | 0.847 | 2000000 |   0.0069 | 102546915 |     437
  14900000 | 0.010 | 0.847 | 2000000 |   0.0070 | 102615788 |     438
  14910000 | 0.010 | 0.847 | 2000000 |   0.0069 | 102684649 |     434
  14920000 | 0.010 | 0.848 | 2000000 |   0.0067 | 102753513 |     434
  14930000 | 0.010 | 0.848 | 2000000 |   0.0068 | 102822379 |     431
  14940000 | 0.010 | 0.848 | 2000000 |   0.0069 | 102891249 |     436
  14950000 | 0.010 | 0.848 | 2000000 |   0.0068 | 102960112 |     432
  14960000 | 0.010 | 0.849 | 2000000 |   0.0068 | 103028977 |     440
  14970000 | 0.010 | 0.849 | 2000000 |   0.0069 | 103097843 |     438
  14980000 | 0.010 | 0.849 | 2000000 |   0.0068 | 103166711 |     437
  14990000 | 0.010 | 0.850 | 2000000 |   0.0067 | 103235578 |     433
  15000000 | 0.010 | 0.850 | 2000000 |   0.0068 | 103304444 |     441
  [EVAL] deals 74% | rand 95% (19s)
  [SAVE] models/dmc_15000000.safetensors
  15010000 | 0.010 | 0.850 | 2000000 |   0.0068 | 103373316 |     237
  15020000 | 0.010 | 0.851 | 2000000 |   0.0069 | 103442186 |     430
  15030000 | 0.010 | 0.851 | 2000000 |   0.0069 | 103511057 |     434
  15040000 | 0.010 | 0.851 | 2000000 |   0.0068 | 103579959 |     431
  15050000 | 0.010 | 0.851 | 2000000 |   0.0067 | 103648807 |     428
  15060000 | 0.010 | 0.852 | 2000000 |   0.0068 | 103717680 |     428
  15070000 | 0.010 | 0.852 | 2000000 |   0.0068 | 103786569 |     430
  15080000 | 0.010 | 0.852 | 2000000 |   0.0067 | 103855441 |     428
  15090000 | 0.010 | 0.853 | 2000000 |   0.0068 | 103924297 |     430
  15100000 | 0.010 | 0.853 | 2000000 |   0.0067 | 103993164 |     435
  15110000 | 0.010 | 0.853 | 2000000 |   0.0067 | 104062044 |     443
  15120000 | 0.010 | 0.854 | 2000000 |   0.0066 | 104130906 |     443
  15130000 | 0.010 | 0.854 | 2000000 |   0.0067 | 104199784 |     445
  15140000 | 0.010 | 0.854 | 2000000 |   0.0068 | 104268658 |     443
  15150000 | 0.010 | 0.854 | 2000000 |   0.0067 | 104337534 |     441
  15160000 | 0.010 | 0.855 | 2000000 |   0.0065 | 104406403 |     444
  15170000 | 0.010 | 0.855 | 2000000 |   0.0067 | 104475264 |     441
  15180000 | 0.010 | 0.855 | 2000000 |   0.0066 | 104544151 |     440
  15190000 | 0.010 | 0.856 | 2000000 |   0.0066 | 104613020 |     441
  15200000 | 0.010 | 0.856 | 2000000 |   0.0066 | 104681901 |     434
  15210000 | 0.010 | 0.856 | 2000000 |   0.0066 | 104750760 |     439
  15220000 | 0.010 | 0.857 | 2000000 |   0.0066 | 104819643 |     426
  15230000 | 0.010 | 0.857 | 2000000 |   0.0065 | 104888514 |     431
  15240000 | 0.010 | 0.857 | 2000000 |   0.0066 | 104957366 |     432
  15250000 | 0.010 | 0.857 | 2000000 |   0.0066 | 105026243 |     435
  15260000 | 0.010 | 0.858 | 2000000 |   0.0066 | 105095096 |     433
  15270000 | 0.010 | 0.858 | 2000000 |   0.0067 | 105163965 |     432
  15280000 | 0.010 | 0.858 | 2000000 |   0.0068 | 105232829 |     432
  15290000 | 0.010 | 0.859 | 2000000 |   0.0066 | 105301704 |     428
  15300000 | 0.010 | 0.859 | 2000000 |   0.0066 | 105370572 |     432
  15310000 | 0.010 | 0.859 | 2000000 |   0.0066 | 105439433 |     429
  15320000 | 0.010 | 0.860 | 2000000 |   0.0065 | 105508310 |     431
  15330000 | 0.010 | 0.860 | 2000000 |   0.0065 | 105577182 |     433
  15340000 | 0.010 | 0.860 | 2000000 |   0.0065 | 105646070 |     423
  15350000 | 0.010 | 0.860 | 2000000 |   0.0066 | 105714928 |     442
  15360000 | 0.010 | 0.861 | 2000000 |   0.0065 | 105783799 |     422
  15370000 | 0.010 | 0.861 | 2000000 |   0.0066 | 105852672 |     414
  15380000 | 0.010 | 0.861 | 2000000 |   0.0065 | 105921531 |     411
  15390000 | 0.010 | 0.862 | 2000000 |   0.0066 | 105990423 |     433
  15400000 | 0.010 | 0.862 | 2000000 |   0.0066 | 106059287 |     408
  15410000 | 0.010 | 0.862 | 2000000 |   0.0065 | 106128158 |     395
  15420000 | 0.010 | 0.863 | 2000000 |   0.0065 | 106197021 |     403
  15430000 | 0.010 | 0.863 | 2000000 |   0.0066 | 106265898 |     416
  15440000 | 0.010 | 0.863 | 2000000 |   0.0065 | 106334769 |     395
  15450000 | 0.010 | 0.863 | 2000000 |   0.0065 | 106403650 |     424
  15460000 | 0.010 | 0.864 | 2000000 |   0.0065 | 106472514 |     425
  15470000 | 0.010 | 0.864 | 2000000 |   0.0064 | 106541380 |     411
  15480000 | 0.010 | 0.864 | 2000000 |   0.0064 | 106610238 |     424
  15490000 | 0.010 | 0.865 | 2000000 |   0.0063 | 106679096 |     403
  15500000 | 0.010 | 0.865 | 2000000 |   0.0064 | 106747961 |     413
  [SAVE] models/dmc_15500000.safetensors
  15510000 | 0.010 | 0.865 | 2000000 |   0.0064 | 106816840 |     413
  15520000 | 0.010 | 0.866 | 2000000 |   0.0064 | 106885715 |     421
  15530000 | 0.010 | 0.866 | 2000000 |   0.0064 | 106954581 |     412
  15540000 | 0.010 | 0.866 | 2000000 |   0.0064 | 107023455 |     432
  15550000 | 0.010 | 0.866 | 2000000 |   0.0065 | 107092329 |     436
  15560000 | 0.010 | 0.867 | 2000000 |   0.0065 | 107161200 |     433
  15570000 | 0.010 | 0.867 | 2000000 |   0.0064 | 107230063 |     419
  15580000 | 0.010 | 0.867 | 2000000 |   0.0064 | 107298915 |     435
  15590000 | 0.010 | 0.868 | 2000000 |   0.0064 | 107367799 |     442
  15600000 | 0.010 | 0.868 | 2000000 |   0.0063 | 107436665 |     449
  15610000 | 0.010 | 0.868 | 2000000 |   0.0065 | 107505536 |     453
  15620000 | 0.010 | 0.869 | 2000000 |   0.0064 | 107574391 |     450
  15630000 | 0.010 | 0.869 | 2000000 |   0.0063 | 107643245 |     448
  15640000 | 0.010 | 0.869 | 2000000 |   0.0064 | 107712115 |     453
  15650000 | 0.010 | 0.869 | 2000000 |   0.0063 | 107780984 |     453
  15660000 | 0.010 | 0.870 | 2000000 |   0.0063 | 107849846 |     450
  15670000 | 0.010 | 0.870 | 2000000 |   0.0062 | 107918718 |     425
  15680000 | 0.010 | 0.870 | 2000000 |   0.0062 | 107987579 |     425
  15690000 | 0.010 | 0.871 | 2000000 |   0.0063 | 108056457 |     436
  15700000 | 0.010 | 0.871 | 2000000 |   0.0063 | 108125339 |     426
  15710000 | 0.010 | 0.871 | 2000000 |   0.0063 | 108194179 |     426
  15720000 | 0.010 | 0.872 | 2000000 |   0.0063 | 108263063 |     435
  15730000 | 0.010 | 0.872 | 2000000 |   0.0062 | 108331930 |     432
  15740000 | 0.010 | 0.872 | 2000000 |   0.0063 | 108400794 |     440
  15750000 | 0.010 | 0.872 | 2000000 |   0.0063 | 108469684 |     434
  15760000 | 0.010 | 0.873 | 2000000 |   0.0063 | 108538564 |     437
  15770000 | 0.010 | 0.873 | 2000000 |   0.0062 | 108607409 |     435
  15780000 | 0.010 | 0.873 | 2000000 |   0.0062 | 108676292 |     434
  15790000 | 0.010 | 0.874 | 2000000 |   0.0063 | 108745143 |     433
  15800000 | 0.010 | 0.874 | 2000000 |   0.0063 | 108814013 |     431
  15810000 | 0.010 | 0.874 | 2000000 |   0.0063 | 108882870 |     434
  15820000 | 0.010 | 0.875 | 2000000 |   0.0063 | 108951749 |     437
  15830000 | 0.010 | 0.875 | 2000000 |   0.0063 | 109020626 |     435
  15840000 | 0.010 | 0.875 | 2000000 |   0.0062 | 109089511 |     436
  15850000 | 0.010 | 0.875 | 2000000 |   0.0061 | 109158378 |     439
  15860000 | 0.010 | 0.876 | 2000000 |   0.0061 | 109227256 |     435
  15870000 | 0.010 | 0.876 | 2000000 |   0.0061 | 109296126 |     435
  15880000 | 0.010 | 0.876 | 2000000 |   0.0063 | 109364988 |     428
  15890000 | 0.010 | 0.877 | 2000000 |   0.0062 | 109433852 |     436
  15900000 | 0.010 | 0.877 | 2000000 |   0.0063 | 109502728 |     436
  15910000 | 0.010 | 0.877 | 2000000 |   0.0061 | 109571579 |     437
  15920000 | 0.010 | 0.878 | 2000000 |   0.0060 | 109640434 |     435
  15930000 | 0.010 | 0.878 | 2000000 |   0.0061 | 109709292 |     423
  15940000 | 0.010 | 0.878 | 2000000 |   0.0061 | 109778165 |     420
  15950000 | 0.010 | 0.878 | 2000000 |   0.0061 | 109847034 |     422
  15960000 | 0.010 | 0.879 | 2000000 |   0.0062 | 109915902 |     424
  15970000 | 0.010 | 0.879 | 2000000 |   0.0061 | 109984766 |     431
  15980000 | 0.010 | 0.879 | 2000000 |   0.0062 | 110053650 |     428
  15990000 | 0.010 | 0.880 | 2000000 |   0.0061 | 110122514 |     427
  16000000 | 0.010 | 0.880 | 2000000 |   0.0062 | 110191393 |     424
  [EVAL] deals 70% | rand 97% (18s)
  [SAVE] models/dmc_16000000.safetensors
  16010000 | 0.010 | 0.880 | 2000000 |   0.0060 | 110260279 |     241
  16020000 | 0.010 | 0.881 | 2000000 |   0.0060 | 110329153 |     422
  16030000 | 0.010 | 0.881 | 2000000 |   0.0060 | 110398016 |     417
  16040000 | 0.010 | 0.881 | 2000000 |   0.0061 | 110466890 |     414
  16050000 | 0.010 | 0.881 | 2000000 |   0.0061 | 110535765 |     422
  16060000 | 0.010 | 0.882 | 2000000 |   0.0061 | 110604621 |     423
  16070000 | 0.010 | 0.882 | 2000000 |   0.0061 | 110673494 |     422
  16080000 | 0.010 | 0.882 | 2000000 |   0.0061 | 110742341 |     422
  16090000 | 0.010 | 0.883 | 2000000 |   0.0059 | 110811207 |     427
  16100000 | 0.010 | 0.883 | 2000000 |   0.0059 | 110880072 |     424
  16110000 | 0.010 | 0.883 | 2000000 |   0.0060 | 110948944 |     426
  16120000 | 0.010 | 0.884 | 2000000 |   0.0060 | 111017825 |     411
  16130000 | 0.010 | 0.884 | 2000000 |   0.0061 | 111086698 |     418
  16140000 | 0.010 | 0.884 | 2000000 |   0.0060 | 111155569 |     424
  16150000 | 0.010 | 0.884 | 2000000 |   0.0060 | 111224439 |     421
  16160000 | 0.010 | 0.885 | 2000000 |   0.0059 | 111293309 |     424
  16170000 | 0.010 | 0.885 | 2000000 |   0.0060 | 111362164 |     420
  16180000 | 0.010 | 0.885 | 2000000 |   0.0060 | 111431031 |     421
  16190000 | 0.010 | 0.886 | 2000000 |   0.0060 | 111499897 |     420
  16200000 | 0.010 | 0.886 | 2000000 |   0.0059 | 111568777 |     410
  16210000 | 0.010 | 0.886 | 2000000 |   0.0059 | 111637664 |     406
  16220000 | 0.010 | 0.887 | 2000000 |   0.0059 | 111706535 |     414
  16230000 | 0.010 | 0.887 | 2000000 |   0.0059 | 111775410 |     418
  16240000 | 0.010 | 0.887 | 2000000 |   0.0060 | 111844277 |     422
  16250000 | 0.010 | 0.887 | 2000000 |   0.0060 | 111913152 |     419
  16260000 | 0.010 | 0.888 | 2000000 |   0.0059 | 111982029 |     422
  16270000 | 0.010 | 0.888 | 2000000 |   0.0060 | 112050886 |     424
  16280000 | 0.010 | 0.888 | 2000000 |   0.0059 | 112119763 |     438
  16290000 | 0.010 | 0.889 | 2000000 |   0.0058 | 112188634 |     451
  16300000 | 0.010 | 0.889 | 2000000 |   0.0058 | 112257500 |     448
  16310000 | 0.010 | 0.889 | 2000000 |   0.0059 | 112326366 |     447
  16320000 | 0.010 | 0.890 | 2000000 |   0.0059 | 112395245 |     434
  16330000 | 0.010 | 0.890 | 2000000 |   0.0059 | 112464099 |     421
  16340000 | 0.010 | 0.890 | 2000000 |   0.0059 | 112532972 |     429
  16350000 | 0.010 | 0.890 | 2000000 |   0.0059 | 112601845 |     421
  16360000 | 0.010 | 0.891 | 2000000 |   0.0058 | 112670737 |     421
  16370000 | 0.010 | 0.891 | 2000000 |   0.0058 | 112739616 |     421
  16380000 | 0.010 | 0.891 | 2000000 |   0.0058 | 112808480 |     419
  16390000 | 0.010 | 0.892 | 2000000 |   0.0059 | 112877339 |     419
  16400000 | 0.010 | 0.892 | 2000000 |   0.0058 | 112946218 |     418
  16410000 | 0.010 | 0.892 | 2000000 |   0.0058 | 113015092 |     415
  16420000 | 0.010 | 0.893 | 2000000 |   0.0059 | 113083931 |     421
  16430000 | 0.010 | 0.893 | 2000000 |   0.0059 | 113152805 |     171
  16440000 | 0.010 | 0.893 | 2000000 |   0.0058 | 113221670 |     144
  16450000 | 0.010 | 0.893 | 2000000 |   0.0057 | 113290559 |     141
  16460000 | 0.010 | 0.894 | 2000000 |   0.0057 | 113359427 |     174
  16470000 | 0.010 | 0.894 | 2000000 |   0.0057 | 113428284 |     426
  16480000 | 0.010 | 0.894 | 2000000 |   0.0057 | 113497152 |     453
  16490000 | 0.010 | 0.895 | 2000000 |   0.0057 | 113566022 |     458
  16500000 | 0.010 | 0.895 | 2000000 |   0.0058 | 113634893 |     457
  [SAVE] models/dmc_16500000.safetensors
  16510000 | 0.010 | 0.895 | 2000000 |   0.0057 | 113703749 |     452
  16520000 | 0.010 | 0.896 | 2000000 |   0.0057 | 113772623 |     449
  16530000 | 0.010 | 0.896 | 2000000 |   0.0056 | 113841485 |     438
  16540000 | 0.010 | 0.896 | 2000000 |   0.0057 | 113910352 |     417
  16550000 | 0.010 | 0.896 | 2000000 |   0.0058 | 113979236 |     418
  16560000 | 0.010 | 0.897 | 2000000 |   0.0058 | 114048098 |     417
  16570000 | 0.010 | 0.897 | 2000000 |   0.0058 | 114116962 |     417
  16580000 | 0.010 | 0.897 | 2000000 |   0.0057 | 114185834 |     415
  16590000 | 0.010 | 0.898 | 2000000 |   0.0058 | 114254690 |     150
  16600000 | 0.010 | 0.898 | 2000000 |   0.0057 | 114323547 |     139
  16610000 | 0.010 | 0.898 | 2000000 |   0.0057 | 114392403 |     167
  16620000 | 0.010 | 0.899 | 2000000 |   0.0057 | 114461269 |     346
  16630000 | 0.010 | 0.899 | 2000000 |   0.0058 | 114530117 |     420
